TARGET,AMT_INCOME_TOTAL,AMT_CREDIT
0,180000,256500
0,76500,454500
0,225000,684657
0,157500,755190
0,67500,273636
0,202500,720000
0,112500,900000
0,193500,900000
0,157500,502186.5
0,135000,332842.5
0,247500,573408
0,225000,1125000
1,112500,233208
0,382500,765000
0,265500,630000
0,67500,328405.5
0,450000,1093500
0,76500,450000
0,157500,553581
0,135000,180000
0,315000,900000
0,90000,477000
0,112500,1275772.5
0,157500,556956
0,117000,343800
0,157500,298512
0,247500,1928304
0,180000,312768
0,108000,173196
0,99000,490536
0,81000,900000
1,81000,202500
0,225000,270000
1,337500,819000
0,315000,762453
0,382500,225000
0,67500,225000
0,112500,518463
0,90000,684706.5
0,112500,284400
0,54000,389844
1,135000,640080
0,112500,238500
0,135000,448056
0,99000,135000
0,202500,495000
0,135000,1023966
0,225000,1528200
1,67500,299772
0,90000,229126.5
0,157500,1546020
0,112500,521280
0,126000,225000
0,171000,148365
0,112500,755190
0,283500,720000
0,427500,585000
0,198000,1260000
0,112500,566055
0,157500,1319269.5
1,126000,402214.5
0,202500,291384
0,180000,976711.5
0,81000,225000
0,135000,697500
0,45000,227520
0,117000,539100
0,270000,540000
0,135000,95940
0,99000,239850
0,270000,769500
0,180000,540000
0,90000,135000
0,180000,275040
0,121500,675000
0,337500,521280
0,67500,337500
0,90000,381528
0,135000,500211
0,67500,810000
0,180000,101880
0,248850,1061599.5
0,126000,229500
0,247500,1032093
0,139500,675000
0,117000,675000
1,148500,545040
0,112500,719946
0,180000,402426
0,135000,924394.5
0,225000,675000
0,135000,1256400
0,135000,879480
0,225000,2517300
0,180000,834048
0,225000,103140
0,81000,320040
0,126000,390960
0,117000,675000
0,129600,450000
0,225000,288873
0,202500,152820
0,180000,900000
0,202500,225000
0,180000,78192
0,135000,942300
0,67500,1255680
0,315000,675000
0,135000,688500
0,112500,208512
0,157500,679671
0,67500,385056
0,225000,450000
0,225000,454500
1,67500,270000
0,220500,664569
0,81000,269550
0,112500,562932
0,202500,824823
0,63000,540000
0,180000,1125000
0,142992,999000
0,103500,528633
1,117000,595273.5
0,144000,526491
0,180000,450000
0,135000,225000
0,202500,301464
0,157500,942300
0,90000,679500
0,67500,568908
0,103500,180000
0,202500,323460
0,135000,103500
0,112500,385164
0,126000,152820
0,135000,481855.5
0,198000,1350000
0,157500,1298970
0,225000,639000
0,67500,351000
0,90000,270000
0,112500,450000
0,315000,1886850
0,162000,675000
0,337500,1800000
0,225000,808650
0,202500,545040
0,202500,640080
0,121500,555273
1,157500,302206.5
0,157500,508495.5
0,135000,457834.5
0,90000,819000
0,189000,675000
0,121500,1236816
0,180000,1666746
0,247500,1467612
0,202500,254700
0,225000,1546020
0,135000,180000
0,225000,1345500
0,243000,500211
0,112500,270000
1,126000,314100
0,180000,675000
0,99000,254700
0,112500,360000
0,90000,135000
0,157500,760225.5
0,207000,508495.5
0,135000,729792
0,126000,900000
0,225000,755190
0,171000,703728
0,270000,715095
0,171000,1035000
0,112500,225000
0,301500,900000
0,112500,490536
0,157500,528633
0,135000,781920
0,135000,195543
0,234000,862560
0,225000,450000
0,450000,2517300
0,252000,1247472
0,270000,270000
0,202500,2085120
0,135000,305221.5
0,135000,364356
0,65250,384048
0,112500,474183
0,171000,592560
0,135000,485190
0,225000,450000
0,562500,495000
0,135000,1205451
0,112500,319500
0,157500,728460
0,112500,278460
0,81000,325908
0,135000,1125000
1,90000,450000
0,90000,508495.5
0,85500,521280
0,189000,587623.5
0,450000,516397.5
0,135000,382500
0,157500,391194
0,202500,1078200
0,315000,450000
0,126000,180000
0,90000,808650
0,225000,986782.5
0,202500,711612
0,247500,640080
0,135000,797557.5
0,175050,343800
0,315000,545040
0,329400,422892
0,225000,314100
0,180000,1656382.5
1,135000,269550
0,202500,592560
0,54000,225000
0,112500,360000
0,540000,1288350
0,157500,675000
0,180000,855000
0,180000,598500
0,81000,594121.5
0,112500,270000
0,63000,254700
0,306000,814500
0,112500,307152
0,202500,706410
0,202500,539100
0,135000,327024
0,315000,1928304
0,225000,254700
0,247500,679500
0,121500,868500
0,180000,403249.5
0,112500,900000
0,90000,364896
0,211500,1078200
0,90000,343800
0,180000,279000
0,135000,331920
0,81000,71955
0,135000,263686.5
0,99000,293535
0,157500,479353.5
0,67500,95940
0,121500,1006920
0,189000,180000
0,112500,50940
0,157500,450000
0,315000,1256400
0,193500,363190.5
0,81000,573628.5
0,114750,331834.5
0,198000,269550
0,157500,271066.5
0,135000,435253.5
0,180000,472500
0,81000,526491
0,315000,755856
0,157500,270000
0,135000,149256
0,270000,900000
0,67500,877500
1,270000,740088
0,153000,506889
0,117000,1350000
0,157500,568800
0,315000,760225.5
0,45000,76410
1,135000,675000
0,157500,339948
0,270000,900000
0,90000,85320
0,163260,225000
0,270000,495000
0,270000,1231663.5
0,360000,1350000
0,72000,239850
0,180000,1643755.5
0,373500,2200122
1,157500,970380
0,47250,313438.5
0,180000,1258650
0,112500,247500
0,166500,495000
1,135000,755190
1,58500,521280
0,135000,536917.5
1,112500,582804
0,148500,239850
0,202500,423000
0,315000,1724220
0,247500,1506816
0,81000,629325
1,112500,508495.5
0,180000,94500
0,364500,675000
0,135000,814041
0,76500,265851
0,103500,403083
0,90000,152820
0,225000,585000
1,202500,285453
1,157500,348826.5
0,135000,679500
1,157500,675000
0,112500,338832
0,180000,1696662
0,112500,454500
0,135000,135000
0,135000,302206.5
1,180000,263686.5
0,76500,593010
1,126000,545040
0,135000,1072809
0,67500,150948
0,315000,941580
0,108000,500490
0,225000,807984
0,135000,942300
0,180000,1305000
0,67500,247275
0,67500,202500
0,195750,640080
0,90000,450000
0,135000,405000
0,85500,119925
0,135000,304933.5
0,157500,225000
0,90000,50940
0,258750,448299
0,225000,835380
0,225000,876816
0,117000,900000
0,67500,157500
0,135000,900000
1,135000,828000
0,90000,450000
0,85500,162000
0,157500,225000
0,157500,553626
0,157500,852088.5
0,72000,135000
0,157500,1078200
1,67500,229500
1,135000,85320
0,157500,1350000
0,292500,315000
0,135000,247275
0,180000,265536
0,180000,675000
0,270000,1327500
0,315000,980838
0,270000,868797
0,162000,830214
0,157500,180000
0,67500,604152
0,180000,1138500
0,180000,477000
0,81000,640080
0,99000,234576
0,162000,254700
0,540000,1236816
0,135000,755190
0,112500,338832
0,292500,675000
0,225000,900000
0,117000,373135.5
0,99000,119925
0,225000,253737
0,135000,266832
0,67500,180000
0,126000,296280
0,112500,646920
0,135000,331920
0,90000,444420
0,157500,675000
0,202500,835380
0,121500,284400
0,180000,675000
1,360000,1166724
1,157500,270000
0,180000,1078200
1,112500,182178
0,90000,1024290
0,126000,270000
0,117000,450000
0,157500,640080
0,135000,509922
0,270000,931617
0,112500,545040
0,220500,278460
0,157500,697500
0,274500,701730
0,112500,675000
0,157500,188685
0,90000,824823
0,112500,450000
0,81000,127350
0,112500,509922
0,292500,1078200
0,135000,312768
0,139500,679500
0,270000,1575000
0,112500,179235
0,90000,220500
0,126000,284400
1,157500,458460
0,135000,1125000
0,157500,862560
0,1530000,900000
1,216000,1886850
0,202500,284400
0,90000,269550
0,180000,315000
0,180000,473760
0,247500,891072
0,90000,268659
0,112500,1078200
1,112500,180000
0,99000,497520
0,225000,1288350
0,135000,276277.5
0,135000,1546020
0,180000,1350000
0,180000,509400
0,81000,263686.5
0,67500,545040
1,225000,1425357
0,247500,854352
1,67500,180000
0,94500,808650
0,202500,1695483
0,135000,265851
0,135000,180000
0,67500,117000
0,157500,284400
0,117000,247500
0,112500,269550
0,180000,526491
1,67500,414792
0,81000,894766.5
0,180000,755190
0,292500,553581
0,112500,448056
0,90000,202500
0,67500,178290
0,67500,761067
0,157500,450000
0,202500,1223010
0,229500,377370
0,72000,139500
0,99000,288562.5
0,202500,540000
0,90000,213948
0,135000,1288350
0,189000,392427
0,180000,225000
0,90000,702000
0,112500,675000
0,238500,1714833
0,270000,1019610
0,90000,592560
0,315000,164223
0,135000,202500
0,112500,1078200
0,202500,485640
1,189000,808650
0,67500,135000
0,225000,521280
0,270000,269550
0,256500,284400
0,171000,387000
0,225000,405000
0,76500,360000
0,360000,1125000
0,180000,178290
0,90000,508495.5
0,121500,548770.5
0,117000,339948
0,112500,327024
0,40500,548770.5
0,112500,422235
0,265500,760225.5
0,135000,490495.5
0,40500,242595
0,67500,188685
0,189000,254700
0,202500,254700
0,126000,302076
0,31500,707287.5
0,135000,450000
0,315000,1113840
0,270000,490536
1,40500,85500
0,225000,1129500
0,90000,315000
0,135000,1223010
0,76500,1005120
0,315000,1288350
0,135000,225000
0,67500,215640
0,180000,545040
1,90000,225000
0,157500,251280
0,202500,407520
0,225000,1255680
0,405000,1247472
0,180000,640080
0,73368,296280
0,135000,299772
0,225000,1021500
0,247500,592560
0,121500,675000
0,148500,868797
0,283500,553806
0,67500,332946
0,90000,263686.5
1,90000,1236816
0,135000,405000
0,157500,405000
0,198000,521280
0,90000,339241.5
0,202500,681444
0,117000,237024
0,270000,646389
0,180000,472500
0,112500,170640
0,225000,521280
0,90000,180000
0,157500,419679
0,112500,325908
1,238500,413235
1,202500,450000
0,135000,1099350
0,103500,490495.5
0,45000,135000
0,162000,486000
0,112500,247500
0,225000,808650
0,67500,225000
0,180000,298512
1,337500,458460
0,211500,305640
0,180000,528939
0,162000,269550
0,292500,1107612
0,166500,679500
0,135000,254700
0,85500,164952
0,270000,225000
0,67500,95940
0,112500,284400
0,38250,634482
1,135000,485640
0,171000,135000
0,99000,176328
0,225000,720000
0,270000,675000
0,112500,202500
0,180000,1113840
0,110250,1223010
0,67500,810000
0,90000,180000
0,270000,381528
0,135000,463131
0,135000,338314.5
0,135000,808650
0,90000,270000
0,74700,99000
0,126000,202500
0,72000,808650
0,427500,1046142
0,207000,180000
0,94500,814041
0,108000,337761
0,67500,95940
0,54000,307557
0,225000,808650
0,360000,900000
0,270000,810000
0,112500,278460
0,112500,227520
0,157500,717003
0,157500,314100
0,135000,157914
0,180000,585000
0,292500,1467612
0,135000,661500
0,144000,1096020
1,81000,270000
0,90000,314100
0,202500,253737
0,67500,1078200
0,135000,545040
0,225000,657000
1,405000,1096020
0,157500,855000
0,135000,808650
0,112500,270000
0,99000,90000
0,135000,309420
0,324000,562491
0,67500,180000
0,99000,900000
0,67500,629320.5
0,157500,254700
0,54000,604152
0,180000,942300
0,157500,224149.5
0,135000,219249
0,184500,814041
0,90000,373140
0,157500,585000
0,99000,269550
0,247500,132768
0,247500,452844
0,180000,161595
0,90000,343800
0,54000,227520
0,90000,288873
0,171000,675000
0,56250,573408
0,202500,405000
0,202500,180000
0,270000,1546020
0,67500,405000
0,112500,852088.5
0,157500,531000
0,180000,472500
0,180000,123768
1,135000,100512
0,135000,497520
0,76500,647046
0,171000,1535553
0,540000,1002870
0,67500,180000
0,157500,339241.5
0,157500,1078200
1,135000,452385
0,292500,1166724
0,144000,180000
0,225000,417024
0,112500,270000
0,112500,508495.5
0,180000,225000
0,202500,1102500
1,135000,298512
0,112500,1256400
0,83250,180000
0,90000,454500
0,360000,497520
0,90000,225000
0,270000,913500
0,270000,1288350
0,90000,1350000
1,202500,679266
0,90000,74628
0,193500,495351
0,202500,888840
0,90000,562500
0,117000,1339884
0,157500,675000
0,112500,609187.5
0,113400,495000
0,225000,810000
0,157500,573628.5
0,144000,509922
0,157500,675000
0,45000,64291.5
0,45000,63000
0,216000,1540305
0,157500,562491
0,90000,269550
0,126000,450000
0,103500,270000
0,60750,50940
0,180000,1241968.5
0,90000,787086
0,270000,755190
0,63000,170640
0,315000,1325475
0,180000,808650
0,157500,772686
0,225000,1288350
0,135000,513531
0,157500,408865.5
0,225000,813105
0,270000,521280
0,180000,599116.5
0,225000,755190
1,112500,99504
0,270000,270000
0,180000,543037.5
0,202500,1530000
0,135000,1078200
0,112500,832500
0,67500,706500
0,112500,364896
0,117000,157500
0,126000,545040
0,207000,781920
0,67500,135000
0,135000,123637.5
0,112500,142200
0,94500,452745
0,225000,1847880
0,135000,675000
1,157500,180000
0,135000,270000
0,76500,337500
0,126000,135000
0,81000,314100
0,270000,922500
0,202500,879480
0,67500,215640
0,135000,1223010
0,166500,1002726
0,90000,95940
0,157500,1720224
0,90000,180000
0,135000,182448
1,90000,808650
0,135000,381096
0,157500,526491
0,90000,505066.5
0,90000,314100
0,99000,675000
1,67500,545040
0,135000,292500
0,135000,956574
0,45000,327024
0,225000,1078200
0,180000,1489333.5
1,112500,225000
1,135000,675000
0,292500,101880
0,121500,668304
0,135000,207000
0,202500,808650
0,180000,495000
0,315000,927000
0,126000,270000
0,220500,1166724
0,67500,142632
0,117000,247275
0,81000,254700
0,171000,168102
0,315000,1256400
0,67500,339948
0,135000,292500
0,180000,225000
1,126000,339241.5
0,180000,318528
0,112500,331632
0,157500,251280
0,225000,1739470.5
0,58500,74628
0,171000,432567
0,157500,450000
0,99000,337500
0,315000,747000
0,180000,945000
1,135000,208512
0,225000,539100
0,270000,1800000
0,184500,604152
0,126000,846000
0,162000,151173
0,202500,655614
0,180000,922716
0,67500,755190
0,135000,490495.5
0,112500,263686.5
0,90000,1350000
0,279000,835380
0,81000,127350
0,135000,797557.5
0,135000,225000
0,54000,45000
0,148500,157500
0,225000,270000
0,180000,1223010
0,135000,1008000
0,270000,450000
0,337500,1237684.5
0,135000,270000
0,382500,533304
0,292500,1350189
0,135000,417024
0,180000,454500
0,630000,1540588.5
0,180000,468333
0,135000,630000
0,135000,270000
0,90000,900000
0,135000,450000
0,81000,675000
0,225000,976711.5
0,135000,257391
0,99000,669591
0,360000,518562
0,157500,294322.5
0,450000,1125000
0,90000,135000
0,67500,229230
0,270000,1006069.5
0,99000,215865
0,270000,1314117
0,202500,168102
0,202500,1223010
0,270000,662022
0,108000,1166724
0,135000,183784.5
1,202500,207000
0,112500,753840
0,67500,95940
0,162000,373500
0,202500,585000
1,157500,343377
0,180000,203760
0,148500,495000
0,112500,1086426
0,427500,1354500
0,90000,640080
0,157500,545040
0,112500,497520
0,292500,585000
0,225000,787500
0,180000,454500
0,157500,1288350
0,180000,398016
0,90000,808650
0,144000,679500
0,135000,337500
0,112500,808650
0,157500,276277.5
0,270000,938304
1,135000,771493.5
0,360000,1467612
0,270000,548770.5
0,189000,364896
0,180000,1288350
0,157500,271066.5
0,135000,152820
0,112500,675000
0,810000,450000
0,202500,500427
0,84150,781920
0,112500,489024
0,292500,792000
0,112500,835380
1,211500,229500
0,135000,545040
1,247500,1345500
0,171000,339948
0,121500,508495.5
0,310500,1051294.5
0,67500,244584
0,45000,284400
0,103500,225000
0,81000,143910
1,157500,343800
0,157500,239850
1,90000,284400
0,157500,231097.5
0,247500,517788
0,162000,254700
0,135000,900000
1,90000,633681
0,76500,1078200
1,157500,497520
0,180000,1252363.5
0,81000,71955
0,135000,769500
0,171000,432000
0,180000,337500
0,157500,298512
0,337500,1276042.5
0,274500,900000
0,540000,1422000
0,225000,906615
0,67500,135000
0,171000,900000
0,157500,604152
0,270000,1206000
0,247500,785398.5
0,112500,687600
0,180000,1006920
0,337500,450000
0,135000,675000
0,112500,405000
0,180000,675000
0,301500,1894500
0,130500,284400
1,135000,226152
0,126000,755190
0,85500,225000
1,144000,369000
0,135000,337500
0,270000,1288350
0,315000,1024290
0,225000,979992
0,202500,265306.5
0,103500,672453
0,126000,472500
0,225000,435253.5
0,72000,450000
1,270000,595273.5
0,135000,621000
0,135000,972000
0,202500,315000
0,94500,292500
0,157500,284400
0,144000,755190
0,67500,188460
0,90000,270000
0,247500,474048
0,270000,818410.5
0,135000,894766.5
0,112500,225000
0,225000,270000
0,126000,450000
0,130500,384048
0,112500,238896
0,225000,463500
0,139500,360000
0,108000,298467
0,90000,62554.5
0,76500,180000
0,90000,94500
0,81000,148365
0,247500,512338.5
0,225000,225000
1,135000,269550
0,189000,521280
0,247500,900000
0,180000,495000
0,360000,450000
0,225000,500427
0,135000,576072
0,180000,900000
0,225000,247275
0,382500,1169532
0,144000,121500
1,202500,545040
0,135000,675000
0,135000,378000
0,81000,625536
0,157500,288873
0,171000,315000
0,157500,1339884
0,112500,358443
0,157500,450000
0,225000,1622691
0,360000,900000
0,202500,1125000
0,180000,704844
0,112500,368163
0,72000,540000
0,112500,630000
0,81000,180000
0,117000,267102
0,157500,112500
0,157500,1080000
0,90000,247500
0,180000,148365
1,67500,382500
0,90000,143910
0,198000,622413
0,450000,1288350
0,103500,180000
1,270000,518562
0,112500,274500
0,90000,225000
1,90000,450000
0,135000,900000
0,135000,852088.5
0,135000,1174977
0,247500,810000
0,211500,270126
0,247500,1260702
0,112500,135000
0,112500,284400
0,180000,585000
0,90000,450000
1,112500,432661.5
0,184500,631332
0,153000,1125000
0,135000,450000
0,45000,593010
0,144000,381528
0,180000,1061599.5
0,81000,269982
0,382500,983299.5
0,135000,337500
0,108000,450000
0,157500,628114.5
0,157500,292500
0,135000,137538
0,90000,521280
0,180000,450000
0,112500,156384
0,117000,627277.5
0,337500,760225.5
0,102600,343800
0,225000,269550
0,90000,814041
0,135000,997335
0,101700,286704
1,157500,566055
1,157500,180000
1,315000,646920
0,180000,526491
0,85500,101880
0,157500,403249.5
1,306000,780889.5
0,112500,225000
1,90000,1107000
0,112500,398016
0,112500,382500
0,171000,900000
0,166500,942300
0,112500,467257.5
0,126000,1056447
0,247500,450000
0,157500,450000
0,180000,517500
0,112500,697500
0,72000,104481
0,112500,225000
0,135000,239850
0,81000,296280
0,225000,562491
0,135000,178290
0,63000,675000
0,112500,327024
0,225000,1736937
0,189000,629325
0,180000,326664
0,72000,135000
0,112500,202500
0,162000,254700
0,180000,427500
0,135000,518562
0,112500,679500
0,108000,755190
0,112500,219042
0,90000,592560
0,315000,755460
0,128250,1023966
0,148500,337500
0,157500,558486
0,49500,47970
0,99000,970380
0,90000,288873
0,135000,1288350
0,270000,508495.5
0,157500,199080
0,153000,728847
0,180000,1034680.5
0,180000,143910
0,90000,270000
0,112500,450000
0,270000,497520
0,67500,1011955.5
1,90000,247500
0,202500,509602.5
0,83250,675000
0,166500,1325475
0,85500,314100
0,450000,521280
0,202500,971280
0,157500,1350000
0,270000,942300
0,112500,1350000
0,184500,621000
0,360000,1370803.5
0,90000,508500
0,157500,452385
0,157500,536917.5
0,202500,1129500
0,495000,1446696
1,112500,448056
0,157500,780363
0,112500,190764
0,126000,101880
0,202500,452385
0,220500,512446.5
1,135000,450000
0,216000,1019614.5
0,450000,900000
1,99000,675000
0,180000,1125000
0,292500,521280
0,148500,305221.5
0,202500,585000
0,67500,180000
0,270000,900000
1,337500,2377431
1,112500,888840
0,180000,630000
0,112500,270000
0,225000,1105083
0,225000,840951
0,67500,76410
0,112500,755190
0,225000,263686.5
0,90000,331920
0,90000,455040
1,99000,296280
0,112500,315000
0,90000,180000
0,112500,187704
0,67500,199080
0,135000,728460
0,1125000,1218555
0,180000,594000
0,90000,797557.5
0,261000,808650
0,78300,512145
0,135000,1288350
0,63000,526491
1,337500,760225.5
0,180000,755190
0,180000,400500
0,103500,552555
0,135000,942300
0,83250,180000
0,157500,474183
0,135000,202500
0,148500,1190340
0,202500,1070982
0,247500,1125000
0,270000,770328
1,36000,892044
0,225000,1443150
0,270000,1724688
0,157500,416052
0,180000,509400
0,405000,450000
0,112500,505066.5
0,112500,315666
0,90000,202500
0,121500,231813
0,135000,755190
0,90000,284400
0,180000,1620000
1,117000,916470
0,90000,95940
1,225000,454500
0,306000,942300
0,130500,281493
0,81000,381528
0,112500,945000
0,256500,497520
0,71550,277969.5
0,81000,268659
0,157500,1185282
0,202500,490495.5
0,225000,824544
0,112500,755190
0,146250,555273
0,189000,1125000
0,135000,1350000
0,135000,545040
0,135000,743958
0,207000,781920
0,112500,225000
0,81000,432661.5
0,202500,545040
0,202500,900000
0,112500,215640
0,180000,256500
0,157500,298467
0,67500,180000
0,90000,202500
0,90000,247500
0,112500,247500
0,292500,954000
0,112500,444420
0,202500,645903
0,157500,990000
0,135000,270000
0,180000,540000
0,112500,170640
0,247500,970380
0,135000,652500
0,675000,256500
0,63000,337500
0,360000,512064
0,292500,900000
0,135000,755190
0,157500,508495.5
0,135000,152820
0,202500,398016
0,292500,1288350
0,288000,1418868
0,315000,1236816
0,67500,180000
0,99000,219870
0,157500,291384
0,36000,199080
0,135000,405000
0,117000,1057500
0,112500,508495.5
0,202500,573628.5
0,157500,1350000
0,450000,1350000
0,157500,450000
0,202500,901813.5
0,157500,557770.5
0,135000,348264
0,99000,71955
0,315000,755190
0,130500,1125000
1,225000,675000
0,157500,104256
0,67500,229500
0,135000,180000
0,180000,497520
0,180000,50940
0,157500,278460
0,495000,1802385
0,135000,413235
0,135000,224149.5
0,126000,490495.5
0,112500,86598
0,135000,889515
0,76500,129519
0,112500,521280
0,360000,677664
0,234000,765000
0,180000,315000
0,135000,448272
0,171000,241618.5
0,67500,450000
0,112500,294322.5
1,135000,343377
0,202500,1258650
0,135000,517500
0,360000,270000
0,157500,270000
0,261000,1170000
0,81000,119925
0,270000,720000
0,117000,358443
1,90000,905688
0,292500,922500
0,90000,270000
0,166500,500490
0,108000,337761
0,90000,1125000
0,292500,521280
0,270000,1159515
1,166500,284400
0,202500,1058148
0,171000,755190
0,450000,1800000
0,180000,1314117
0,112500,943425
0,112500,1113840
0,337500,254700
0,211500,1762110
0,225000,1288350
0,135000,450000
0,205650,1237684.5
0,90000,180000
0,315000,202500
0,247500,1238512.5
0,135000,1256400
0,135000,254700
0,126000,1078200
0,360000,450000
0,45000,312768
0,180000,454500
0,337500,1575000
0,135000,376920
0,112500,328405.5
0,108000,257562
0,360000,338314.5
0,180000,454500
0,90000,127350
0,202500,807984
0,180000,145557
0,247500,229500
0,180000,473760
0,108000,298512
0,157500,545040
0,157500,514602
0,157500,135000
0,112500,239850
0,180000,592560
0,135000,270000
0,184500,254700
0,135000,454500
0,112500,225000
0,180000,203760
0,270000,358344
0,247500,414792
0,157500,1196644.5
0,180000,810000
0,180000,799299
0,90000,337500
0,315000,1006920
0,180000,225000
0,211500,457717.5
0,135000,755190
1,157500,1283197.5
1,157500,157500
0,135000,450000
0,157500,513531
0,90000,219042
0,135000,180000
0,121500,1288350
0,81000,45000
0,270000,582804
0,225000,753498
0,225000,781920
0,49500,270000
0,121500,728460
0,76500,382500
0,202500,314055
0,29250,81549
0,247500,945000
0,49500,130320
0,135000,297130.5
0,126000,298512
0,225000,896602.5
0,270000,1561500
0,90000,1314117
0,270000,540000
0,135000,573628.5
0,315000,733315.5
0,225000,1249740
1,67500,545040
0,225000,953941.5
1,135000,225000
0,90000,819792
0,157500,544068
0,135000,697500
0,144000,288873
0,189000,743031
0,292500,819432
0,180000,646920
1,450000,622413
1,180000,835380
0,180000,247500
0,126000,436032
0,202500,781920
0,153000,168102
0,90000,180000
0,270000,675000
0,40500,167895
0,90000,1256400
0,360000,755190
0,135000,61128
0,76500,240660
1,112500,284400
0,135000,382500
0,135000,521280
0,202500,755190
0,126000,1350000
0,292500,270000
0,225000,450000
0,292500,450000
0,103500,270000
0,225000,247500
0,90000,647046
0,225000,590337
0,180000,540000
0,135000,276277.5
0,67500,454500
0,112500,454500
0,109800,1710000
0,180000,405000
0,157500,980937
0,177750,1971072
0,90000,180000
0,153000,270000
0,171000,916470
0,171000,609183
0,112500,270000
0,67500,398016
1,225000,659610
0,63000,180000
1,225000,594000
0,135000,592560
0,135000,808650
0,157500,540000
0,112500,239850
1,180000,269550
0,270000,270000
0,112500,573408
0,135000,490495.5
0,112500,1288350
0,112500,544491
0,193500,799299
0,135000,659610
0,202500,296280
0,112500,337500
0,81000,122521.5
0,202500,835380
0,180000,260640
0,225000,180000
0,112500,562491
0,112500,81504
0,81000,900000
0,360000,715095
0,81000,673875
0,58500,808650
0,135000,781920
0,112500,942300
0,54000,315000
0,135000,728460
0,81000,450000
0,112500,573628.5
0,135000,900000
0,180000,1035832.5
0,135000,1202571
0,180000,450000
0,225000,414792
0,67500,277969.5
0,310500,521280
0,112500,180000
0,405000,1546020
0,112500,254700
0,117000,284400
0,157500,1024740
0,112500,810000
0,270000,1575000
0,76500,450000
0,90000,479578.5
0,157500,269550
0,189000,837000
1,135000,640080
0,135000,320382
0,157500,180000
0,112500,454500
0,225000,592560
0,225000,1024740
0,112500,254700
0,157500,523597.5
0,91350,180000
0,135000,320922
0,360000,1125000
0,117000,268659
0,202500,495000
0,270000,1006920
0,225000,900000
0,202500,202500
0,166500,521280
0,157500,180000
0,76500,702000
1,135000,314100
0,157500,961146
0,157500,382500
0,315000,1546020
0,180000,675000
0,112500,270000
0,90000,247275
0,76500,85320
0,180000,225000
1,90000,521280
0,112500,472500
0,121500,247275
0,67500,101880
0,225000,1984500
0,85500,191880
0,99000,381528
0,99000,800500.5
0,270000,663669
0,135000,343683
0,157500,180000
0,202500,302341.5
0,180000,473760
0,202500,761067
0,225000,1257430.5
0,180000,808650
0,190611,2931660
0,180000,1117917
1,162000,303489
1,135000,284256
1,90000,469152
0,67500,436032
0,202500,332946
0,121500,990000
0,103500,497520
0,81000,314055
0,112500,194076
0,135000,900000
0,126000,545040
0,85500,299772
0,72000,269550
0,180000,729396
0,135000,485640
0,112500,135000
0,90000,86598
0,92250,261288
0,171000,450000
0,180000,953460
0,315000,971280
0,90000,255960
0,99000,521280
0,292500,510853.5
0,135000,392427
1,180000,942300
0,315000,1006920
0,270000,626476.5
0,157500,463284
0,103500,314100
0,247500,855000
1,135000,135000
1,112500,545040
0,90000,797868
0,135000,85320
0,157500,143910
0,243000,170640
0,225000,889515
0,180000,386977.5
0,171000,1005120
0,180000,755190
0,225000,675000
0,121500,900000
1,225000,1998000
0,112500,540000
0,270000,2250000
0,315000,472500
0,157500,1056447
0,90000,225000
0,225000,284400
0,76500,243000
0,121500,227520
0,67500,211500
0,247500,1097676
0,180000,314100
0,157500,963472.5
0,202500,1006920
0,180000,331920
0,135000,225000
0,67500,242595
0,67500,355536
0,157500,1113840
0,315000,1260000
1,337500,1607868
0,202500,612000
0,157500,271066.5
0,112500,1247472
0,202500,808650
0,180000,312768
0,225000,1546020
0,144000,299772
0,81000,463500
0,193500,354469.5
0,112500,808650
1,450000,485640
1,157500,1086786
0,135000,135000
1,225000,521280
0,315000,592560
0,108000,225000
0,540000,1668555
0,225000,315000
0,135000,1227901.5
0,238500,473760
0,126000,423000
0,157500,270000
0,135000,202500
1,148500,180000
0,81000,354469.5
0,90000,231813
1,180000,360000
0,45000,231813
0,99000,675000
0,45000,343377
0,247500,1052230.5
0,40500,225000
0,225000,450000
0,216000,942300
0,67500,573628.5
0,90000,284400
0,157500,654498
0,189000,1006920
0,162000,178290
0,202500,474048
1,202500,1223010
0,90000,313438.5
0,270000,180000
0,135000,1125000
0,225000,444420
0,225000,284400
0,193500,337761
0,135000,640080
0,135000,521280
0,117000,269550
0,135000,1272888
0,76500,138474
0,135000,254700
0,81000,343800
0,157500,349659
0,157500,333000
1,144000,441657
0,180000,472500
0,247500,835380
0,180000,540000
0,99000,808650
0,157500,808650
0,180000,1345500
1,117900,225000
0,243000,886090.5
0,112500,270000
0,225000,207396
0,90000,381528
0,270000,630000
0,196245,958500
0,135000,766404
0,135000,405000
0,202500,675000
0,157500,215865
0,292500,509400
0,270000,1800000
0,135000,296505
0,90000,282690
0,112500,450000
0,157500,990000
0,67500,296280
0,157500,1569042
0,157500,503266.5
0,225000,448056
0,202500,450000
0,189000,269550
0,157500,760225.5
0,67500,202500
0,225000,801306
0,225000,868797
0,157500,900000
0,220500,1107981
0,103500,239850
0,202500,679500
0,180000,684000
0,112500,284400
0,216000,1288350
0,99000,225000
0,315000,900000
0,202500,450000
0,414000,1485000
0,54000,71955
0,135000,261751.5
0,112500,459000
0,135000,339948
0,270000,774000
0,103500,512446.5
0,157500,598486.5
0,90000,900000
0,90000,112068
0,234000,1687266
1,144000,314055
0,135000,225000
0,135000,1107000
